title,description,image,genre
Time Without Pity,"The day before a young man is to be executed for killing his girlfriend, his alcoholic father shows up to try to prove his innocence.",https://m.media-amazon.com/images/M/MV5BMmQ2OTVlNjQtMGU3NC00NGY0LWFmMGYtYTc0MzE1OTA5YWRlXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,film noir
I Am a Fugitive from a Chain Gang,"Wrongly convicted James Allen serves in the intolerable conditions of a Southern chain gang, which later comes back to haunt him.",https://m.media-amazon.com/images/M/MV5BMDllMDA4YWQtYzdmNC00OGYxLWE0N2QtZmNjM2QxMTgxYzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,film noir
Road House,A tough bouncer is hired to tame a dirty bar.,https://m.media-amazon.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@.jpg,film noir
Confidential Report,"An elusive billionaire hires an American smuggler to investigate his past, leading to a dizzying descent into a cold-war European landscape.",https://m.media-amazon.com/images/M/MV5BMDIwOTc1OTctZTNjMy00NDcwLWI4YjQtMmRkYmE3MmY3ZmE3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,film noir
All My Sons,"During WW2, industrialist Joe Keller commits a crime and frames his business partner Herbert Deever but years later his sin comes back to haunt him when Joe's son plans to marry Deever's daughter.",https://m.media-amazon.com/images/M/MV5BMjIxMTQ3NWUtOGQyMS00NTVmLWI4Y2EtOWFkMjYwMGUzNjBiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,film noir
Terror by Night,"When the fabled Star of Rhodesia diamond is stolen on a London to Edinburgh train and the son of its owner is murdered, Sherlock Holmes must discover which of his suspicious fellow passengers is responsible.",https://m.media-amazon.com/images/M/MV5BMTI2NzAzNzYwN15BMl5BanBnXkFtZTYwMTQyNzk4.jpg,film noir
Shakedown,A legal attorney and renegade cop team up to stop a corrupt cop.,https://m.media-amazon.com/images/M/MV5BOTdhMTFiOTItZmEyMy00Njk1LTkxMTktODA0MzljM2I3YWU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,film noir
Cast a Dark Shadow,A British fortune-hunter playboy is killing his rich wives in order to inherit their wealth.,https://m.media-amazon.com/images/M/MV5BNWM1OTkwNGEtODdlNy00ZmMyLWI3MjktZTA2YzMzY2VjYzBlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc4Njg5MjA@.jpg,film noir
House by the River,"A deranged writer murders a maid after she resists his advances. The writer engages his brother's help in hiding the body, causing unexpected problems for both of them.",https://m.media-amazon.com/images/M/MV5BNzhlOWRkMjEtZjVlMi00ZjYyLWJiNWEtNjNjODQ0NWI0YmMxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,film noir
The Hidden Room,Clive Riordan plans a devilish revenge against his wife's lover.,https://m.media-amazon.com/images/M/MV5BZWNhZGIyZmQtM2UzYy00MzVkLWEzN2YtNmFhNGU2MGE2YmQwXkEyXkFqcGdeQXVyMTk2MzI2Ng@@.jpg,film noir
You Only Live Once,"The public defender's secretary and an ex-convict get married and try to make a life together, but a series of disasters sends their lives spiraling out of control.",https://m.media-amazon.com/images/M/MV5BOTYzZTUxN2EtOWVlYy00ZjMwLWI0NGQtMDNmNWRkNDg5MWJmXkEyXkFqcGdeQXVyMjA0MzYwMDY@.jpg,film noir
Hangmen Also Die!,"After the Nazi administrator of Czechoslovakia is shot, his assassin tries to elude the Gestapo and struggles with his impulse to give himself up as hostages are executed.",https://m.media-amazon.com/images/M/MV5BMTAzNjcyMTQyNTBeQTJeQWpwZ15BbWU4MDAwMTY2ODIx.jpg,film noir
"Sleep, My Love",Chronic sleepwalker Alison Courtland thinks that a mysterious man wearing horned-rimmed eye glasses is out to kill her but her husband blames her tired imagination.,https://m.media-amazon.com/images/M/MV5BNTc1ZWExOTAtNzBmYy00YWZiLTlhMzItYTVkZmM5OTRhZDI2XkEyXkFqcGdeQXVyNjc0MzMzNjA@.jpg,film noir
99 River Street,A former boxer turned cab driver has to hide from the police when his badgering wife is murdered by the jewel thief she was having an affair with.,https://m.media-amazon.com/images/M/MV5BMTk4NjI5OTcyNF5BMl5BanBnXkFtZTgwODAyNjIxMzE@.jpg,film noir
Storm Warning,"A yuppie couple lost in a thick, brush-filled marsh seek refuge at an isolated farmhouse only to discover they've jumped out of the frying pan into the fire.",https://m.media-amazon.com/images/M/MV5BNDQwMTdhMTUtMjhiNC00MDg0LWFiODAtNTJjNmE0OWMxODZiXkEyXkFqcGdeQXVyMzU0MTk1Nzc@.jpg,film noir
The Scarlet Hour,An unhappy wife uses her powers of manipulation to draw an infatuated man into an ill-fated jewelry heist.,https://m.media-amazon.com/images/M/MV5BMjc3NGRkYzYtZmJjMy00NDNhLTg2ZjMtNjI3N2RlZmNhNzNlXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,film noir
Jail Bait,Vic Brady draws young Don Gregor into a life of crime. He then blackmails Gregor's plastic surgeon father into fixing up his face so he can evade the cops.,https://m.media-amazon.com/images/M/MV5BZmQ4MDdmN2UtYTYxMC00NjQ0LTlhMTUtNGEwYmI4Y2EzMjQxXkEyXkFqcGdeQXVyNjY1NTQ0NDg@.jpg,film noir
Machine-Gun Kelly,"The criminal exploits of Public Enemy number 1, George 'Machine-Gun' Kelly, during the 1930s.",https://m.media-amazon.com/images/M/MV5BNDE3NDU2YmEtZDZkOS00ZmUyLWEyMjgtN2M5OGM4Y2MxMTNlXkEyXkFqcGdeQXVyNzM0MTUwNTY@.jpg,film noir
Black Friday,A group of toy store employees must protect each other from a horde of parasite infected shoppers.,https://m.media-amazon.com/images/M/MV5BY2IyYjI3NTItYjcyNC00ZjE2LTk1ZDMtMTc1YTI2MGIwMDQ2XkEyXkFqcGdeQXVyODY5NzkyMjA@.jpg,film noir
The Fallen Sparrow,"In 1940, an American former Republican prisoner during the Spanish Civil War, John McKittrick, is determined to find the killer of NYPD Lieutenant Louie Lepetino, who had helped him escape.",https://m.media-amazon.com/images/M/MV5BOTYxYmNhYmMtYWUyNC00ODFjLWE2ZTQtOWFlZmI5Zjk3YmIyXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@.jpg,film noir
Shock,"Professor Bernard Quatermass' manned rocket ship returns to Earth, but two of the astronauts are missing and the survivor seems ill and unable to communicate.",https://m.media-amazon.com/images/M/MV5BMTg0ODgyOTg5NV5BMl5BanBnXkFtZTgwMTI5OTgwMzE@.jpg,film noir
Hot Summer Night,An out-of-work journalist honeymooning in the Ozarks stumbles on a lead that a notorious bank robber is in town and tries to get his story.,https://m.media-amazon.com/images/M/MV5BOWFiYThjMjMtMjM2Ni00MTkyLTkyZGMtNDdiYTk0ZTE1NWQxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,film noir
Jeopardy,A family vacationing on the coast of Mexico have to cope with multiple threats to their safety.,https://m.media-amazon.com/images/M/MV5BZTllNDkwMmUtN2U2OC00MWE1LTk0ZjgtZGZjNjg1MGUyMzJmXkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Somewhere in the Night,"George Taylor returns from WWII with amnesia. Back home in Los Angeles, while trying to track down his old identity, he stumbles onto a 3-year old murder case and a hunt for a missing $2 million.",https://m.media-amazon.com/images/M/MV5BNDkzYjZkNzEtNGUwMy00OWUwLTliMTctZjc0MzRhZWRkMTI5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,film noir
Raw Deal,A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.,https://m.media-amazon.com/images/M/MV5BYTVkNWIwZmYtMzM5MS00ZTcwLWI0ZjEtNTVlMTNjZWViNzliXkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,film noir
The Beast Must Die,"Following the death of her son in a hit and run, all Frances Cairnes wants is to hunt down and kill the man she believes is responsible. When she finally tracks him down, she tricks her way into his house and plots his murder from within.",https://m.media-amazon.com/images/M/MV5BMDk1Y2I1YWQtYzFjNC00YTA3LWEwYWYtZjllYmZkNGI2ZjcwXkEyXkFqcGdeQXVyMTI0MDY5NzI@.jpg,film noir
The Prowler,"An unknown killer, clad in World War II U.S. Army fatigues, stalks a small New Jersey town bent on reliving a 35 year-old double murder by focusing on a group of college kids holding an annual graduation dance.",https://m.media-amazon.com/images/M/MV5BMjRmYjcyYjctYWZiMy00ZjQ5LWI4YzItNTUwZGE5MmM5NWU5XkEyXkFqcGdeQXVyNDgxODg1MzU@.jpg,film noir
Another Man's Poison,A mystery writer becomes involved in a tangled web of murderous deception not unlike the plots of her novels.,https://m.media-amazon.com/images/M/MV5BZWE4MmRhNmQtYTY3My00NTFlLWJiNjQtZDgyN2JiODE5NDU1XkEyXkFqcGdeQXVyNTcwNjUwNzk@.jpg,film noir
The Two Mrs. Carrolls,"An artist forms an attachment with a woman on holiday in the country. As the relationship develops, his behavior and information about his past cause her increasing concern.",https://m.media-amazon.com/images/M/MV5BYmZiMDU0YjQtN2FhMC00ZDA4LWFiYTktYTg1Njc5OTFmMjRkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@.jpg,film noir
Hollow Triumph,"Pursued by the big-time gambler he robbed, John Muller assumes a new identity, with unfortunate results.",https://m.media-amazon.com/images/M/MV5BYTZiNjcyMDctYzYyOS00N2Y2LTkzYTAtMjJjNzQ2MWE0MzFhXkEyXkFqcGdeQXVyMTYzMTY1MjQ@.jpg,film noir
Pitfall,Married insurance adjuster John Forbes falls for femme fatale Mona Stevens while her boyfriend is in jail and all suffer serious consequences as a result.,https://m.media-amazon.com/images/M/MV5BM2VhY2Y4ZGMtZDUwMS00YzEzLWIyNzgtNTcyNzFjNmZjMGUxXkEyXkFqcGdeQXVyNjc0MzMzNjA@.jpg,film noir
While the City Sleeps,A serial killer has been killing beautiful women in New York and the new owner of a media company offers a high ranking job to the first of his senior executives who can get the earliest scoops on the case.,https://m.media-amazon.com/images/M/MV5BNjQyYTI2ZDktOWQ1MC00MjMyLWI3NzctMGQ2YzkyMTUxYjEyL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,film noir
The Long Night,A devoted couple's quiet weekend takes a bizarre turn when a nightmarish cult and their maniacal leader come to fulfill an apocalyptic prophesy.,https://m.media-amazon.com/images/M/MV5BN2U2YmFjMzctYWU0ZS00ZmQzLWFkZDUtZGRjOGY1MWMyY2FjXkEyXkFqcGdeQXVyMTM1MTE1NDMx.jpg,film noir
The Set-Up,"Expecting the usual loss, a boxing manager takes bribes from a betting gangster without telling his fighter.",https://m.media-amazon.com/images/M/MV5BMjEwNjU3NzE1Nl5BMl5BanBnXkFtZTgwMjQ0MDgyMTE@.jpg,film noir
Deadline - U.S.A.,"With his newspaper about to be sold, crusading editor Ed Hutcheson tries to complete an exposé on gangster Rienzi.",https://m.media-amazon.com/images/M/MV5BMTQ3MTE5MDQzMV5BMl5BanBnXkFtZTgwNTI2Nzk1MjE@.jpg,film noir
Fourteen Hours,An unhappy man threatens suicide by standing on the ledge of a high-rise building for 14 hours.,https://m.media-amazon.com/images/M/MV5BMTI0MTUyNjQtMzM1MS00OTliLWFmOWYtNDNiODAwZDhkNTg1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,film noir
The House of Fear,Sherlock Holmes investigates a series of deaths at a castle with each foretold by the delivery of orange pips to the victims.,https://m.media-amazon.com/images/M/MV5BYTE4NmMyZTktMzdjNy00MmY5LThlNzUtNjI4ZjlmZDIxZDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,film noir
Dementia,The last days of an elderly couple stricken by dementia.,https://m.media-amazon.com/images/M/MV5BNjMxYTFmNTctNDgyYi00NzQwLTk1NTItMmVkYjk5Yjc1NmI2XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1.jpg,film noir
Black Angel,"Arabella is a nymphomaniac. One day, her writer husband finds her with another man. She has a strange reaction: Arabella kills her lover.",https://m.media-amazon.com/images/M/MV5BMTM4NGJmNWQtOTUxZS00MjZiLTk3ZGItZGM3ZTg1MTliYTRjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg,film noir
The Dark Past,An escaped psychopathic killer who takes the family and neighbors of police psychologist hostage reveals a recurring nightmare to the doctor.,https://m.media-amazon.com/images/M/MV5BZjNiNWMzNDctODdiZi00OTYxLTg2MzktN2NkYzM2ZWU0MjFiXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,film noir
Framed,"Conny is a chemistry teacher who is framed for drugpossesion. Unable to prove his innocence he ends up in prison. When he finds a secret exit some inmates ""persuades"" him to participate in a heist. Things become extremely hectic as he tries to prove his innocence aswell as ""helping"" his inmates. When Conny thinks that it couldn't possibly get any worse he meets Susanne, a policewoman...::Mattias Pettersson <seaman@sbbs.se>",https://m.media-amazon.com/images/M/MV5BNTk1OWUwZDctYTBhMy00MmEzLWFkMmYtMGVlZmViYzQzZjhiXkEyXkFqcGdeQXVyMjUyNDk2ODc@.jpg,film noir
Fingers at the Window,"In Chicago, an unemployed actor aims to solve the mystery concerning a string of ax murders, apparently committed by a lunatic.",https://m.media-amazon.com/images/M/MV5BYjQzNzI3ZmMtMjg2MS00M2ZjLTkyOWYtMDBlNGIyMjRkZDhkL2ltYWdlXkEyXkFqcGdeQXVyMDMxMjQwMw@@.jpg,film noir
Please Murder Me!,"A lawyer suffers a guilt complex after getting a murder acquittal for his client, and then finding out she did commit the crime.",https://m.media-amazon.com/images/M/MV5BOGMyYjM3M2UtOGZiMC00NTU3LWE0Y2EtZjUzNDk5NmMyNDIzXkEyXkFqcGdeQXVyMTE2NzA0Ng@@.jpg,film noir
Bullets or Ballots,"When a crusader against rackets is murdered, a grand jury battles the rackets by promoting McLaren to be in charge of the cleanup. He fires NYPD Detective Blake, who punches him and joins the racket.",https://m.media-amazon.com/images/M/MV5BZTI4NjhhNDktZWVkMC00ZjA5LTgzNGItZjNlMGNmZDlhMDA3XkEyXkFqcGdeQXVyNTA4NzExMDg@.jpg,film noir
Ride the Pink Horse,"WW2 veteran Lucky Gagin arrives in a New Mexico border-town intent on revenging against mobster Frank Hugo but FBI agent Bill Retz, who also wants Hugo, tries to keep Gagin out of trouble.",https://m.media-amazon.com/images/M/MV5BMjY1OTliNTItMjgwZS00ZmQyLTliZmYtN2IyN2FkNjExNTEwXkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Black Widow,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,https://m.media-amazon.com/images/M/MV5BNjRmNDI5MjMtMmFhZi00YzcwLWI4ZGItMGI2MjI0N2Q3YmIwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,film noir
The Strange Affair of Uncle Harry,"Bachelor Harry Quincey, head designer in a small-town cloth factory, lives with his selfish sisters, glamorous hypochondriac Lettie and querulous widow Hester. His developing relationship with new colleague Deborah Brown promises happiness at last...thwarted by passive, then increasingly active opposition from one sister. Will Harry resort to desperate measures?::Rod Crawford <puffinus@u.washington.edu>",https://m.media-amazon.com/images/M/MV5BYmVjNTk2MGEtZWZkOC00OGE3LTg1NmMtZTkwYjE4ZDdhMDk0XkEyXkFqcGdeQXVyNjUwMzI2NzU@.jpg,film noir
Journey Into Fear,"An American ballistics expert in Turkey finds himself targeted by Nazi agents. Safe passage home by ship is arranged for him, but he soon discovers that his pursuers are also on board.",https://m.media-amazon.com/images/M/MV5BODgzZDRlY2QtMjNjMy00ZDAzLWIyNzgtMDZjNzI2MTdiYjM1XkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Dishonored Lady,A beautiful editor at a fashion magazine has a breakdown due to the pressures of her work and her disappointing love life. A psychiatrist recommends that she start life fresh by moving into a smaller apartment and under another name.,https://m.media-amazon.com/images/M/MV5BZGVlYzRkMTAtOTZiNC00OWEyLWEzODktODZkYjRmNDU5YTc4XkEyXkFqcGdeQXVyNTk1MTk0MDI@.jpg,film noir
The Chase,Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.,https://m.media-amazon.com/images/M/MV5BNGJjZTNhZjEtODA3OS00NTJhLWEwMWUtNTMwZjIzMDFhMTllXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,film noir
A Life at Stake,An out-of-work architect meets a married woman who has a business proposition for him. The architect begins to suspect that the woman's interest in him is not just financial and--and might actually be deadly.,https://m.media-amazon.com/images/M/MV5BZWExMTg2NjItYjczMi00YjcwLTg1N2QtYmY5MWQ5OTNkNjI2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg,film noir
Undercurrent,Middle-aged bride Ann Hamilton soon begins to suspect that her charming husband is really a psychotic who plans to murder her.,https://m.media-amazon.com/images/M/MV5BYTU3ZTViNjMtNTI2ZS00NDNkLThlMDYtODUwZjdjZGY5NzJmXkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Not as a Stranger,"An ego-driven, aspiring physician, intolerant of the weaknesses of others, especially those closest to him, comes to grips with his own imperfections.",https://m.media-amazon.com/images/M/MV5BNTYyMTM0MjUtN2M5MC00ODE0LTljMmQtZmZjZDY2MmVjNzU5XkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Crime Wave,Reformed parolee Steve Lacey is caught in the middle when a wounded former cellmate seeks him out for shelter.,https://m.media-amazon.com/images/M/MV5BNjcxMzgxYTItYjk0NC00N2RjLTk5ODQtZGJjM2MxMjRmYTA5XkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Tension,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,film noir
The Mob,"When a wrongly-accused prisoner barely survives a lynch-mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.",https://m.media-amazon.com/images/M/MV5BODA4OGQxYzYtOWM5MC00ZDc0LTllN2ItYTJmODM5MDhjODg4XkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,film noir
A Woman's Face,A female blackmailer with a disfiguring facial scar meets a plastic surgeon who offers her the possibility of looking like a normal woman.,https://m.media-amazon.com/images/M/MV5BMTg4NDkyMjUyNl5BMl5BanBnXkFtZTcwNzI1MjkyMw@@.jpg,film noir
The Big Knife,Hollywood actor Charles Castle is pressured by his studio boss into a criminal cover-up to protect his valuable career.,https://m.media-amazon.com/images/M/MV5BMGM1M2UzNTAtMjdhNy00MzIzLWJlNjItNjc5MDdkNTgxMjVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,film noir
The Flame,A woman falls for the victim of an intended blackmail plot.,https://m.media-amazon.com/images/M/MV5BYWQ3OTUyNGItODBkNy00ZDlkLWEwYjQtMjcyYzY1YTI5ZjdjXkEyXkFqcGdeQXVyNTY4NjI2OTA@.jpg,film noir
A Bullet for Joey,"-In Montreal (Canada), a police inspector slowly discovers a plot to kidnap a nuclear physicist, American mobsters, foreign spies, and a blonde seductress, are all involved.",https://m.media-amazon.com/images/M/MV5BMTQ0NjMzMzgtOTMzMC00Zjg4LWFmMWEtODViZjhmNjI0OTJmXkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Cry Terror!,"Duped by former army pal Paul Hoplin into building a time-bomb, New York shop owner Jim Molner and his family become hostages of Hoplin who uses bomb-threats to extort money from airlines.",https://m.media-amazon.com/images/M/MV5BYTM2MmE5ZjctMDYyNC00MzcyLTliMTAtZTJkNjZjZjAzODNmXkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Moontide,"In California, Bobo and his mooching 'pal' Tiny are doing odd jobs and getting drunk and they hide a secret about the unsolved murder of sailor Pop Kelly but suicidal waitress Anna, saved by Bobo, unravels the mystery.",https://m.media-amazon.com/images/M/MV5BYjA3Mzc4NzEtNjdhMC00N2EzLWJiNDctMTA2ODQ1YWI3YWViL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,film noir
Trapped,"In a remote town in Iceland, police desperately try to solve a crime as a powerful storm descends upon the town.",https://m.media-amazon.com/images/M/MV5BMjEwOTQ0OTIwNV5BMl5BanBnXkFtZTgwNTAwODY2NzE@.jpg,film noir
My Name Is Julia Ross,"Julia Ross secures employment, through a rather nosy employment agency, with a wealthy widow, Mrs. Hughes, and goes to live at her house. 2 days later, she awakens - in a different house, in different clothes, and with a new identity. She's told she is the daughter-in-law of Mrs. Hughes, and has suffered a nervous breakdown. Is Julia really 'Julia', or, is it true that she's lost all memory of who she is?::Les Adams <longhorn1939@suddenlink.net>",https://m.media-amazon.com/images/M/MV5BOWNlYzY0OTQtMWIyZi00OWVkLTg5ODktYjFhOGYxMzgzZTMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,film noir
Black Legion,"A hard-working machinist loses a promotion to a Polish-born worker, he's seduced into joining the secretive Black Legion, which intimidates foreigners through violence.",https://m.media-amazon.com/images/M/MV5BZmU5MGQ2M2MtYmRlMy00MDY1LWFiZWQtYTdjOWMxYzdjMWEzXkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Women's Prison,"A sadistic prison warden takes out her sexual frustration on her women inmates. While a caring physician tries to improve the jail's brutal atmosphere, a pair of rebellious inmates take matters into their own hands.",https://m.media-amazon.com/images/M/MV5BMGVlNGE1N2UtZDIxMy00NWYxLWI1OTctOTM4ZGU1YjZhMWI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDIyMTQ3Ng@@.jpg,film noir
Knock on Any Door,"An attorney defends a hoodlum of murder, using the oppressiveness of the slums to appeal to the court.",https://m.media-amazon.com/images/M/MV5BYzIxNDc3ZTktODkyZi00YjFmLWJkZjAtODE0NDg2NjkzMGRkXkEyXkFqcGdeQXVyNDY2MTk1ODk@.jpg,film noir
Act of Violence,"An embittered, vengeful POW stalks his former commanding officer who betrayed his men's planned escape attempt from a Nazi prison camp.",https://m.media-amazon.com/images/M/MV5BZmJiZmY3YWItZDgwMi00NGFjLWExOTEtNTBjMzdhZWZkMDAzXkEyXkFqcGdeQXVyNjUwMzI2NzU@.jpg,film noir
Calling Dr. Death,"A doctor is not sure if he murdered his beautiful but wicked wife, and has his attractive nurse try to find the truth by hypnotizing him.",https://m.media-amazon.com/images/M/MV5BY2QyNzFjZTAtNWEyZi00NGUzLWI0MzgtN2Y1MmZiNjIzMjhiXkEyXkFqcGdeQXVyMzc5ODc1MDY@.jpg,film noir
The Houston Story,"In Houston, a man working as an oil driller comes up with a scheme for stealing millions of dollars worth of oil from the fields. He insinuates himself with a local mobster in order to get financing for his scheme.",https://m.media-amazon.com/images/M/MV5BNGU1YWY1ZjctY2U5OC00YzQ4LTk2OTktMWNkY2ZkMTkwYmZiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,film noir
They Made Me a Criminal,A boxer flees believing he has comitted a murder while he was drunk.,https://m.media-amazon.com/images/M/MV5BZjIwZGQ3OWItMzBlOC00NzQ4LTlmYzUtYjc2NTdhYjk5MTJkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,film noir
Rope of Sand,A burned-out LA cop is sent to a Navajo reservation to bring back a murder suspect. The cop must traverse a forbidden desert territory and struggle against his suspect's mystical powers.,https://m.media-amazon.com/images/M/MV5BNzg2Y2I4YzYtZDQ3Yi00YTgwLWIwMzItYTA3Y2ZlODhlMWE5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,film noir
Lisbon,"High stakes battle of wits and morals between gentlemen crooks, set in beautiful Portugal. A smuggler is hired to kidnap the rich husband of an American woman who's just arrived in Lisbon, Portugal.",https://m.media-amazon.com/images/M/MV5BZTZiYTQwNTQtNTE2Ny00MzQ1LTliZTAtMjUyNWM1NWY4OGU3XkEyXkFqcGdeQXVyNjc0MzMzNjA@.jpg,film noir
Crime of Passion,Kathy leaves the newspaper business to marry homicide detective Bill but is frustrated by his lack of ambition and the banality of life in the suburbs. Her drive to advance Bill's career soon takes her down a dangerous path.,https://m.media-amazon.com/images/M/MV5BNjI0MjMyZmMtMzk0NS00NmYxLTllMTgtYzJhOWRiYTVmODMyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,film noir
Macao,"Nick Cochran, an American in exile in Macao, has a chance to restore his name by helping capture an international crime lord. Undercover, can he mislead the bad guys and still woo the attractive singer/petty crook, Julie Benson?",https://m.media-amazon.com/images/M/MV5BYjUxOGRlZmEtYzdhMS00MTYyLWI2NTAtYWQ0M2QwNWJhNWUzXkEyXkFqcGdeQXVyNjc0MzMzNjA@.jpg,film noir
Side Street,A struggling young father-to-be gives in to temptation and impulsively steals money from the office of a shady lawyer--with catastrophic consequences.,https://m.media-amazon.com/images/M/MV5BNmRhNGM0YWYtMjZhMy00YTNiLWFhMTgtYjZlNGI5YjljYzlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,film noir
I Walk Alone,Frankie Madison leaves prison expecting a share from his ex-partner. But Prohibition bootlegging didn't prepare Frankie for Big Business.,https://m.media-amazon.com/images/M/MV5BNDQ2ZWE4ZjgtYmY4Yy00YmIzLThhNDctMTA4ODAzNTZlOGRlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,film noir
Naked Alibi,"A chief of police detectives fired for brutality, tries to get evidence on a man suspected of killing 3 of his officers.",https://m.media-amazon.com/images/M/MV5BZWY4NDA0NGYtNjA0Mi00ZWY2LWI5ODctZjZiNjY1Y2Q3ODI3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,film noir
The Big Caper,"A ""confidence couple"" pose as husband and wife while attempting a bank heist.",https://m.media-amazon.com/images/M/MV5BMmRmODY4NjUtZGExYy00Nzg3LTljMTctODU3NjU1YjMwMTJjXkEyXkFqcGdeQXVyNTk1MTk0MDI@.jpg,film noir
Beyond the Forest,"Resentful of her small-town life, a married woman schemes to run off with a rich businessman.",https://m.media-amazon.com/images/M/MV5BNTBlYzIzNjctYWFkOS00ZmQ1LWIwM2QtZjdkNTBmZTcyZmRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
Inner Sanctum,"A woman attempts suicide when she suspects her husband doesn't love her and is having an affair. Now she's wheelchair-bound, and her husband, who indeed doesn't love her and is having an affair, hires a private nurse to look after his wife. The nurse begins to suspect that she was hired because of unproven allegations that she murdered someone's wife in a similar situation, that the husband wants her to murder his wife.::Ed Sutton <esutton@mindspring.com>",https://m.media-amazon.com/images/M/MV5BZjc4NzM2ZjQtZjY1MS00ZGEwLTlkN2UtZDJiM2VlOGJkNGM1L2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg,film noir
Witness to Murder,"A woman's sanity comes into question, after she claims to have witnessed a murder from her apartment window.",https://m.media-amazon.com/images/M/MV5BZTY5MTA1NjQtZTQ2Ni00ODJmLTkwNGYtYmQ4ZGIzOWY2OGY4XkEyXkFqcGdeQXVyMjUxODE0MDY@.jpg,film noir
The Strange One,"Students faced with an ethical dilemma about the dehumanization associated with the tradition of hazing, at a military college in the Southern United States, take matters in their own hands.",https://m.media-amazon.com/images/M/MV5BYjkwNjRmMDgtNDczYi00YzZmLWJkZjMtYzhjMjgyNjc3OGFlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,film noir
